exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,subject,choice_count
udemy,CLF-01,342,An online retail clothing store is looking for a service/tool to easily create and embed 3D scenes into their existing web pages to enhance user experience and improve sales. Which AWS service will help create these 3D visuals?,A,A,Amazon Sumerian,Amazon SageMaker,Amazon Comprehend,Amazon Polly,,,,,,,,,,
udemy,CLF-01,343,An e-commerce company has its on-premises data storage on an NFS file system that is accessed in parallel by multiple applications. The company is looking at moving the applications and data stores to AWS Cloud.Which storage service should the company use to move their files to AWS Cloud seamlessly if the application is hosted on Amazon Elastic Compute Cloud (Amazon EC2) instances?,D,D,Amazon Elastic Block Store (Amazon EBS),Amazon Simple Storage Service (Amazon S3),AWS Storage Gateway,Amazon Elastic File System (Amazon EFS),,,,,,,,,,
udemy,CLF-01,344,Which tool/service will help you get a forecast of your spending for the next 12 months?,B,B,AWS Marketplace,AWS Cost Explorer,AWS Pricing Calculator,Consolidated Billing of AWS Organizations,,,,,,,,,,
udemy,CLF-01,345,A media company uses Amazon Simple Storage Service (Amazon S3) for storing all its data. Which storage class should it consider for cost-optimal storage of the data that has random access patterns?,D,D,Amazon S3 Standard (S3 Standard),Amazon S3 Random Access (S3 Random-Access),Amazon S3 Standard-Infrequent Access (S3 Standard-IA),Amazon S3 Intelligent-Tiering (S3 Intelligent-Tiering),,,,,,,,,,
udemy,CLF-01,346,Which of the following statements are correct regarding the health monitoring and reporting capabilities supported by AWS Elastic Beanstalk? (Select two),BD,BD,The basic health reporting system that provides information about the health of instances in an AWS Elastic Beanstalk environment does not use health checks performed by Elastic Load Balancing (ELB),"With basic health reporting, the AWS Elastic Beanstalk service does not publish any metrics to Amazon CloudWatch","AWS Elastic Beanstalk provides only basic health reporting system; Combined with Elastic Load Balancing (ELB), they provide advanced health check features",The AWS Elastic Beanstalk health monitoring can determine that the environment's Auto Scaling group is available and has a minimum of at least one instance,"In a single instance environment, AWS Elastic Beanstalk determines the instance's health by monitoring the Elastic Load Balancing (ELB) health settings",,,,,,,,,
udemy,CLF-01,347,"A weather-tracking application is built using Amazon DynamoDB. The performance of the application has been consistently good. But lately, the team has realized that during holidays and travel seasons, the load on the application is high and the read requests consume most of the database resources, thereby drastically increasing the overall application latency.Which feature/service will help resolve this issue?",C,C,Amazon CloudFront,Amazon ElastiCache,Amazon DynamoDB Accelerator,Amazon DynamoDB Regulator,,,,,,,,,,
udemy,CLF-01,348,Which of the following is the least effort way to encrypt data for AWS services only in your AWS account using AWS Key Management Service (KMS)?,B,B,Create your own customer managed keys (CMKs) in AWS KMS,Use AWS managed master keys that are automatically created in your account for each service,Use AWS KMS APIs to encrypt data within your own application by using the AWS Encryption SDK,Use AWS owned CMK in the service you wish to use encryption,,,,,,,,,,
udemy,CLF-01,349,"A company has defined a baseline that mentions the number of AWS resources to be used for different stages of application testing. However, the company realized that employees are not adhering to the guidelines and provisioning additional resources via API calls, resulting in higher testing costs.Which AWS service will help the company raise alarms whenever the baseline resource numbers are crossed?",D,D,AWS Config,Amazon Detective,AWS X-Ray,AWS CloudTrail Insights,,,,,,,,,,
udemy,CLF-01,350,A university provides access to AWS services for its students to submit their research data for analysis. The university is looking at the most cost-effective approach for recovering from disasters and it can tolerate data loss of a few hours.Which disaster recovery strategy is well-suited for this use case?,D,D,Multi-site active/active strategy,Warm standby strategy,Pilot light strategy,Backup and restore strategy,,,,,,,,,,
udemy,CLF-01,351,Which of the following statements are true about AWS Shared Responsibility Model? (Select two),AC,AC,"AWS trains AWS employees, but a customer must train their own employees","AWS maintains the configuration of its infrastructure devices and is responsible for configuring the guest operating systems, databases, and applications","AWS is responsible for patching and fixing flaws within the infrastructure, but customers are responsible for patching their guest operating system and applications","For abstracted services, such as Amazon S3, AWS operates the infrastructure layer, the operating system, platforms, encryption options, and appropriate permissions for accessing the S3 resources",Amazon Elastic Compute Cloud (Amazon EC2) is categorized as Infrastructure as a Service (IaaS) and hence AWS will perform all of the necessary security configuration and management tasks,,,,,,,,,
udemy,CLF-01,352,A company is planning to move their traditional CRM application running on MySQL to an AWS database service. Which database service is the right fit for this requirement?,B,B,Amazon DynamoDB,Amazon Aurora,Amazon Neptune,Amazon ElastiCache,,,,,,,,,,
udemy,CLF-01,353,A gaming company needs compute and storage services close to edge locations in order to ensure ultra-low latency for end-users and devices that connect through mobile networks. Which AWS service is the best fit for this requirement?,B,B,AWS Outposts,AWS Wavelength,AWS Snowball Edge,AWS Snowmobile,,,,,,,,,,
udemy,CLF-01,354,A supply chain company is looking for a database that provides a centrally verifiable history of all changes made to data residing in it. This functionality is critical for the product and needs to be available off the shelf without the need for any customizations.Which of the following databases is the right choice for this use case?,D,D,Amazon Managed Blockchain,Amazon Timestream,Amazon Neptune,Amazon Quantum Ledger Database (Amazon QLDB),,,,,,,,,,
udemy,CLF-01,355,Which of the following statements are correct regarding the AWS Control Tower and Service Control Policies? (Select two),AD,AD,AWS Control Tower is an AWS native service providing a pre-defined set of blueprints and guardrails to help customers implement a landing zone for new AWS accounts,Service Control Policies (SCPs) can help grant permissions to the accounts in your organization,"Service Control Policies (SCPs), by default, affect all the users in the AWS Organization. They have to be configured to effect only the member accounts, if needed",Service Control Policies (SCPs) are a type of organization policy that you can use to manage permissions in your organization,AWS Control Tower helps you deploy a multi-account AWS environment and operate it with day-to-day reminders and recommendations,,,,,,,,,
udemy,CLF-01,356,A company is looking for ways to make its desktop applications available to the employees from browsers on their devices/laptops. Which AWS service will help achieve this requirement without having to procure servers or maintain infrastructure?,C,C,Amazon WorkSpaces,Amazon Outposts,Amazon AppStream 2.0,Amazon Snowball,,,,,,,,,,
udemy,CLF-01,357,"As part of a flexible pricing model, AWS offers two types of Savings Plans. Which of the following are the Savings Plans from AWS?",A,A,"Compute Savings Plans, EC2 Instance Savings Plans","Compute Savings Plans, Storage Savings Plans","Instance Savings Plans, Storage Savings Plans","Reserved Instances (RI) Savings Plans, EC2 Instance Savings Plans",,,,,,,,,,
udemy,CLF-01,358,Which of the following points have to be considered when choosing an AWS Region for a service? (Select two),BD,BD,"The AWS Region should have 5G networks, to seamlessly access the breadth of AWS services in the region",AWS Region chosen should be geographically closer to the user base that utilizes the hosted AWS services,The AWS Region with high availability index should be considered for your business,Compliance and Data Residency guidelines of the AWS Region should match your business requirements,"The AWS Region chosen should have all its Availability Zones (AZ) within 100 Kms radius, to keep latency low for hosted applications",,,,,,,,,
udemy,CLF-01,359,A company is moving its on-premises application to AWS Cloud. The application uses in-memory caches for running custom workloads. Which Amazon Elastic Compute Cloud (Amazon EC2) instance type is the right choice for the given requirement?,D,D,Storage Optimized instance types,Accelerated computing instance types,Compute Optimized instance types,Memory Optimized instance types,,,,,,,,,,
udemy,CLF-01,360,"A manufacturing company is looking at a service that can offer AWS infrastructure, AWS services, APIs, and tools to its on-premises data center for running low latency applications.Which of the following service/tool is the best fit for the given requirement?",B,B,AWS Local Zones,AWS Outposts,AWS Wavelength,AWS Snow Family,,,,,,,,,,
udemy,CLF-01,361,"An e-commerce application sends out messages to a downstream application whenever an order is created. The downstream application processes the messages and updates its own systems. Currently, the two applications directly communicate with each other.Which service will you use to decouple this architecture, without any communication loss between the two systems?",C,C,Amazon Simple Notification Service (Amazon SNS),AWS Lambda,Amazon Simple Queue Service (SQS),Amazon Kinesis Data Streams,,,,,,,,,,
udemy,CLF-01,362,Which free tool helps to review the state of your workloads and compares them to the latest AWS architectural best practices after you have answered a series of questions about your workload?,C,C,AWS Technical Account Manager (TAM),AWS Trusted Advisor,AWS Well-Architected Tool,AWS Well-Architected Framework,,,,,,,,,,
udemy,CLF-01,363,"Due to regulatory guidelines, a company needs to encrypt data as it passes through the different layers of its AWS architecture. The company is reviewing the capabilities of the various AWS services and their encryption options.Which of the below services are encrypted by default and need no user intervention to enable encryption?",D,D,"Amazon CloudWatch logs, Application Load Balancer (ALB),  Amazon S3 Glacier","AWS Organizations, Amazon EC2,  AWS CloudTrail Logs","AWS Storage Gateway, Application Load Balancer (ALB), Amazon CloudFront","AWS CloudTrail Logs, Amazon S3 Glacier, AWS Storage Gateway",,,,,,,,,,
udemy,CLF-01,364,"A company provides you with a completed product that is run and managed by the company itself. As a customer, you only use the product without worrying about maintaining or managing the product.Which cloud computing model does this kind of product belong to?",B,B,Platform as a Service (PaaS),Software as a Service (SaaS),Product as a Service (Paas),Infrastructure as a Service (IaaS),,,,,,,,,,
udemy,CLF-01,365,Which of the following represents the correct scenario where an Auto Scaling group's (ASG) predictive scaling can be effectively used to maintain the required number of AWS resources?,D,D,To manage a fixed number of resources in the Auto Scaling group,To help configure a CloudWatch Amazon Simple Queue Service (Amazon SQS) metric like ApproximateNumberOfMessagesVisible for scaling the group based on the value of the metric,To help configure a scaling policy to keep the average aggregate CPU utilization of your Auto Scaling group at 40 percent,To manage a workload that exhibits recurring load patterns that are specific to the day of the week or the time of day,,,,,,,,,,
udemy,CLF-01,366,A company is looking at a service/tool to automate and minimize the time spent on keeping the server images up-to-date. These server images are used by Amazon Elastic Compute Cloud (Amazon EC2) instances as well as the on-premises systems.Which AWS service will help achieve the company's need?,D,D,AWS CloudFormation templates,AWS Systems Manager (Amazon Simple Systems Manager (SSM)),Amazon EC2 Amazon Machine Image (AMI),Amazon EC2 Image Builder,,,,,,,,,,
udemy,CLF-01,367,"To meet the compliance norms, a consulting company is expected to store its data for three years. The company needs a tamper-proof technology/feature to keep the data protected and prevent any overwriting or data manipulation during the three-year duration.As a Cloud Practitioner, which service/functionality will you suggest to keep the data safe?",C,C,Amazon Macie,Amazon S3 Storage Lens,Amazon S3 Glacier Vault Lock,Amazon S3 Object Lock,,,,,,,,,,
udemy,CLF-01,368,"Which feature/functionality will help you organize your AWS resources, manage and automate tasks on large numbers of resources at a time?",C,C,Tags,AWS Organizations,AWS Resource Groups,Amazon WorkSpaces,,,,,,,,,,
udemy,CLF-01,369,"Which of the following is a repository service that helps in maintaining application dependencies via integration with commonly used package managers and build tools like Maven, Gradle, npm, etc?",D,D,AWS CodeBuild,AWS CodeStar,AWS CodeCommit,AWS CodeArtifact,,,,,,,,,,
udemy,CLF-01,370,Which of the following AWS services are offered free of cost? (Select two),AE,AE,AWS Auto Scaling,"An Elastic IP address, which is chargeable as long as it is associated with an EC2 instance",Amazon CloudWatch facilitated detailed monitoring of EC2 instances,Amazon EC2 Spot Instances,AWS Elastic Beanstalk,,,,,,,,,
udemy,CLF-01,371,Which member of the AWS Snow Family is used by the Edge computing applications for IoT use cases for facilitating the collection and processing of data to gain immediate insights and then transfer the data to AWS?,A,A,AWS Snowcone,AWS Snowmobile,AWS Snowball Edge Storage Optimized,AWS Snowposts,,,,,,,,,,
udemy,CLF-01,372,Which of the following data sources are used by Amazon Detective to analyze events and identify potential security issues?,D,D,"Amazon CloudWatch Logs, Amazon VPC Flow Logs and Amazon GuardDuty findings","Amazon CloudWatch Logs, AWS CloudTrail logs and Amazon Simple Storage Service (Amazon S3) Access Logs","Amazon CloudWatch Logs, AWS CloudTrail logs and Amazon Inspector logs","AWS CloudTrail logs, Amazon VPC Flow Logs, and Amazon GuardDuty findings",,,,,,,,,,
udemy,CLF-01,373,Which of the following statements are true about AWS Elastic Beanstalk? (Select two),CE,CE,"AWS Elastic Beanstalk supports Java, .NET, PHP, but does not support Docker web applications","AWS Elastic Beanstalk supports web applications built on different languages. But, AWS Elastic Beanstalk cannot be used for deploying non-web applications",There is no additional charge for AWS Elastic Beanstalk. You pay only for the underlying AWS resources that your application consumes,"AWS Elastic Beanstalk automates the details of capacity provisioning, load balancing, and application deployment, creating an environment that runs a version of your application. However, auto-scaling functionality cannot be automated using AWS Elastic Beanstalk","With AWS Elastic Beanstalk, you can quickly deploy and manage applications in the AWS Cloud without having to learn about the infrastructure that runs those applications",,,,,,,,,
udemy,CLF-01,374,"A healthcare company wants to implement a continuous replication based disaster recovery mechanism and provide fast, reliable recovery of physical, virtual, and cloud-based servers into AWS Cloud. Which of the following represents the best-fit solution for this use case?",D,D,AWS Storage Gateway,AWS Snowball Edge,CloudCover Disaster Recovery,CloudEndure Disaster Recovery,,,,,,,,,,
udemy,CLF-01,375,Which of the following statements are correct regarding Amazon API Gateway? (Select two),AB,AB,API Gateway can be configured to send data directly to Amazon Kinesis Data Stream,Amazon API Gateway can call an AWS Lambda function to create the front door of a serverless application,"If an API response is served by the cached data, it is not considered an API call for billing purposes","Amazon API Gateway creates RESTful APIs, Storage Gateway creates WebSocket APIs",Amazon API Gateway does not yet support API result caching,,,,,,,,,
udemy,CLF-01,376,Which of the following AWS services is delivered globally rather than regionally?,C,C,Amazon Simple Storage Service (Amazon S3) buckets,AWS Snowmobile,Amazon WorkSpaces,Amazon Elastic File System (Amazon EFS),,,,,,,,,,
udemy,CLF-01,377,Which of the following AWS services can be used to continuously monitor both malicious activities as well as unauthorized behavior to protect your AWS accounts and workloads?,B,B,Amazon Inspector,Amazon GuardDuty,Amazon Detective,AWS Security Hub,,,,,,,,,,
udemy,CLF-01,378,AWS Web Application Firewall (AWS WAF) can be deployed on which of the following services?,A,A,"Amazon CloudFront, Application Load Balancer, Amazon API Gateway, AWS AppSync","Amazon CloudFront, Amazon Elastic Compute Cloud (Amazon EC2), Amazon API Gateway, Application Load Balancer","AWS AppSync, Amazon CloudFront, Application Load Balancer, Amazon Elastic Compute Cloud (Amazon EC2)","Application Load Balancer, Amazon Elastic Compute Cloud (Amazon EC2), Amazon API Gateway",,,,,,,,,,
udemy,CLF-01,379,"Historically, IT departments had to over-provision for peak demand. IT professionals may bring this legacy mindset to the table when they build their cloud infrastructure leading to over-provisioned resources and unnecessary costs. Right-sizing of resources is necessary to reduce infrastructure costs while still using cloud functionality optimally.Which feature of the AWS Cloud refers to right-sizing the resources?",A,A,Elasticity,Resiliency,Reliability,Horizontal scaling,,,,,,,,,,
udemy,CLF-01,380,AWS Support plans are designed to give the right mix of tools and access to expertise for successfully running a business using AWS.Which support plan(s) offers the full set of checks for AWS Trusted Advisor best practices and also provides support for programmatic case management?,D,D,Only AWS Enterprise Support plan,"AWS Developer Support, AWS Business Support and AWS Enterprise Support plans",AWS Enterprise On-Ramp Support plan after paying an additional fee and AWS Enterprise Support plan,"AWS Business Support, AWS Enterprise On-Ramp, and AWS Enterprise Support plans",,,,,,,,,,
udemy,CLF-01,381,A team manager needs data about the changes that have taken place for AWS resources in his account during the past two weeks. Which AWS service can help get this data?,B,B,Amazon Inspector,AWS Config,Amazon CloudWatch,AWS CloudTrail,,,,,,,,,,
udemy,CLF-01,382,A financial services company needs to retain its data for 10 years to meet compliance norms. Which Amazon Simple Storage Service (Amazon S3) storage class is the best fit for this use case considering that the data has to be stored at a minimal cost?,A,A,Amazon S3 Glacier Deep Archive,Amazon S3 Standard-Infrequent Access (S3 Standard-IA),Amazon S3 Glacier Flexible Retrieval,Amazon S3 Intelligent-Tiering,,,,,,,,,,
udemy,CLF-01,383,Which of the following are the security best practices suggested by AWS for Identity and Access Management (IAM)? (Select two),BD,BD,Do not change passwords and access keys once created. This results in failure of connectivity in the application logic,"When you create IAM policies, grant the least privileges required to perform a task",Share your AWS account root user credentials only if absolutely necessary for performing an important billing operation,"Do not share security credentials between accounts, use IAM roles instead",Enable AWS Multi-Factor Authentication (AWS MFA) on your AWS root user account. MFA helps give root access to multiple users without actually sharing the root user login credentials,,,,,,,,,
udemy,CLF-01,384,"Per the AWS Shared Responsibility Model, management of which of the following AWS services is the responsibility of the customer?",B,B,AWS Elastic Beanstalk,Amazon Elastic Compute Cloud (Amazon EC2),Amazon Simple Storage Service (Amazon S3),Amazon DynamoDB,,,,,,,,,,
udemy,CLF-01,385,"As part of log analysis, you have realized that one or more AWS-owned IP addresses are being used for port scanning your on-premises server. Which service/team should you connect to resolve this issue?",B,B,Contact AWS Support,Contact AWS Abuse team,Use AWS Trusted Advisor to log a complaint with AWS,"Reach out to Werner Vogels, the CTO of Amazon, with the details of the incident",,,,,,,,,,
udemy,CLF-01,386,AWS Support offers five support plans for its customers. Which of the following features are covered as part of the AWS Basic Support Plan? (Select two),CE,CE,Infrastructure event management,"Use-case guidance – What AWS products, features, and services to use for best supporting your specific needs",One-on-one responses to account and billing questions,Client-side diagnostic tools,Service health checks,,,,,,,,,
udemy,CLF-01,387,Which of the following AWS services will help provision a logically isolated network for your AWS resources?,A,A,Amazon Virtual Private Cloud (Amazon VPC),Amazon Route 53,AWS PrivateLink,AWS Firewall Manager,,,,,,,,,,
udemy,CLF-01,388,"Which pillar of AWS Well-Architected Framework focuses on using IT and computing resources efficiently, while considering the right resource types and sizes based on workload requirements?",D,D,Operational Excellence Pillar,Reliability Pillar,Cost Optimization Pillar,Performance Efficiency Pillar,,,,,,,,,,
udemy,CLF-01,389,Which of the following will help you control the incoming traffic to an Amazon EC2 instance?,B,B,Route Table,Security Group,AWS Resource Group,Network access control list (network ACL),,,,,,,,,,
udemy,CLF-01,390,An e-commerce company needs to generate custom reports and graphs every week for analyzing the product sales data. The company is looking at a tool/service that will help them analyze this data using interactive dashboards with minimal effort. The dashboards also need to be accessible from any device.Which AWS tool/service will you recommend for this use-case?,B,B,AWS Glue,Amazon Quicksight,Amazon SageMaker,Amazon Athena,,,,,,,,,,
